customerkey,customername,age,maritalstatus,gender,datefirstpurchase,city,stateprovincename,englishcountryregionname
22191,Jack Adams,41,S,M,5/17/2022,Seattle,Washington,United States
22192,Henry Zimmerman,41,S,M,6/24/2022,Marysville,Washington,United States
22193,Toni Garcia,61,S,F,4/28/2021,Seaford,Victoria,Australia
22194,Bruce Sai,51,S,M,4/26/2021,Lavender Bay,New South Wales,Australia
22195,Philip F Romero,61,M,M,04-05-2021,Brisbane,Queensland,Australia
22196,Francis Romero,56,S,M,4/13/2021,Townsville,Queensland,Australia
22197,Larry Dominguez,60,S,M,04-06-2021,Cloverdale,South Australia,Australia
22198,Frank G Hernandez,49,M,M,04-10-2021,Coffs Harbour,New South Wales,Australia
22199,David J Lee,61,S,M,4/17/2021,Geelong,Victoria,Australia
22200,Martha Ye,60,S,F,04-11-2021,Matraville,New South Wales,Australia
22201,Lindsey R Luo,60,M,F,5/19/2021,Townsville,Queensland,Australia
22202,Roberto A Diaz,60,M,M,05-07-2021,St. Leonards,New South Wales,Australia
22203,Alisha Zheng,53,M,F,5/23/2021,Seaford,Victoria,Australia
22204,Dustin Xie,59,M,M,7/15/2022,Hobart,Tasmania,Australia
22205,Bobby D Saunders,59,M,M,7/20/2022,Coffs Harbour,New South Wales,Australia
22206,Cynthia E Rodriguez,53,S,F,08-12-2022,Caloundra,Queensland,Australia
22207,Nancy L Sanchez,59,S,F,05-05-2021,Lane Cove,New South Wales,Australia
22208,Candice Liang,58,M,F,3/31/2022,Rhodes,New South Wales,Australia
22209,Cedric Shen,58,M,M,05-03-2022,Port Macquarie,New South Wales,Australia
22210,Martha G Yang,53,M,F,06-11-2022,North Sydney,New South Wales,Australia
22211,Richard D Gray,43,M,M,5/15/2022,Olympia,Washington,United States
22212,Kara E Xu,58,M,F,05-03-2022,Darlinghurst,New South Wales,Australia
22213,Jay Patel,58,S,M,2/27/2022,Perth,South Australia,Australia
22214,Sabrina A Ruiz,53,M,F,9/29/2022,Geelong,Victoria,Australia
22215,Samuel R Lal,50,M,M,4/14/2022,Lincoln Acres,California,United States
22216,Marcus C Howard,46,S,M,06-11-2022,Spring Valley,California,United States
22217,Dylan M Powell,59,M,M,1/17/2023,Oak Bay,British Columbia,Canada
22218,Christian M Bryant,60,M,M,12/24/2022,Bremerton,Washington,United States
22219,Juha-Pekka Posti,60,M,F,11/22/2022,Metchosin,British Columbia,Canada
22220,Brandon Sharma,55,M,M,12/26/2022,Lebanon,Oregon,United States
22221,Benjamin Kumar,54,M,M,12/14/2022,Colma,California,United States
22222,Angel E Hill,60,M,M,12/19/2022,Torrance,California,United States
22223,Gabrielle Parker,60,M,F,9/27/2022,Mill Valley,California,United States
22224,Katherine Alexander,60,M,F,06-10-2022,Chula Vista,California,United States
22225,Jessica Murphy,60,S,F,6/27/2022,Issaquah,Washington,United States
22226,Morgan A Sanders,61,M,F,3/18/2022,Grossmont,California,United States
22227,Barbara A Cai,61,M,F,3/26/2022,Burbank,California,United States
22228,Katelyn Gonzalez,61,M,F,10/31/2022,Everett,Washington,United States
22229,Wyatt Perry,55,M,M,12-04-2022,Burbank,California,United States
22230,Jordyn L Bennett,61,M,F,5/26/2020,N. Vancouver,British Columbia,Canada
22231,Grace G Brooks,61,M,F,5/30/2022,Glendale,California,United States
22232,Paige Brooks,45,M,F,5/21/2020,Haney,British Columbia,Canada
22233,Xavier Martin,45,M,M,5/18/2020,Haney,British Columbia,Canada
22234,Katherine Gonzalez,45,M,F,5/23/2020,Shawnee,British Columbia,Canada
22235,Sebastian G Peterson,39,M,M,12/19/2022,Coronado,California,United States
22236,Jose D Gonzalez,47,M,M,12/27/2022,Newport Beach,California,United States
22237,Angel C Morris,47,M,M,7/27/2022,Glendale,California,United States
22238,Alex Murphy,46,M,M,12/27/2022,Lebanon,Oregon,United States
22239,Jesse Cook,47,M,M,07-01-2022,San Francisco,California,United States
22240,Miguel Powell,47,M,M,06-04-2022,Marysville,Washington,United States
22241,Alexandria M Washington,47,M,F,12-11-2022,Redmond,Washington,United States
22242,Cameron M Walker,46,M,M,03-06-2022,Yakima,Washington,United States
22243,Emma Lewis,47,M,F,12-04-2022,Marysville,Washington,United States
22244,Shelby B Howard,48,M,F,04-05-2022,Edmonds,Washington,United States
22245,Evan Lopez,43,S,M,12-08-2022,Lake Oswego,Oregon,United States
22246,Jacqueline G Cox,48,M,F,12-02-2022,Grossmont,California,United States
22247,Ryan R Williams,48,M,M,6/20/2020,Royal Oak,British Columbia,Canada
22248,Gary S Ramos,42,M,M,12-01-2022,Beverly Hills,California,United States
22249,Kevin Chen,46,M,M,6/27/2022,Lemon Grove,California,United States
22250,Michael K Wilson,46,M,M,6/27/2022,Santa Cruz,California,United States
22251,Martha E She,41,M,F,6/18/2020,Calgary,Alberta,Canada
22252,Makayla Brooks,47,S,F,6/23/2020,Oak Bay,British Columbia,Canada
22253,Stephanie Reed,47,M,F,12/28/2022,Bremerton,Washington,United States
22254,Fernando C Scott,46,M,M,1/13/2022,Marysville,Washington,United States
22255,Nicole E Rogers,41,M,F,6/26/2022,Seattle,Washington,United States
22256,Edwin Lu,47,M,M,06-01-2022,Chula Vista,California,United States
22257,Carrie Romero,47,M,F,06-06-2022,Concord,California,United States
22258,Jessica H Reed,47,M,F,6/16/2022,Glendale,California,United States
22259,Dalton R Mitchell,44,S,M,01-08-2022,Lebanon,Oregon,United States
22260,Courtney M Allen,50,M,F,01-07-2022,Salem,Oregon,United States
22261,Isaac J Allen,45,S,M,12/28/2021,Berkeley,California,United States
22262,Marcus Collins,44,S,M,1/22/2022,Mill Valley,California,United States
22263,Patrick B Blue,51,M,M,1/22/2023,Kirkland,Washington,United States
22264,Stephanie Coleman,50,S,F,06-10-2022,Cliffside,British Columbia,Canada
22265,Jeremiah E Sanchez,50,M,M,03-10-2022,Shawnee,British Columbia,Canada
22266,Rachel Sanders,50,M,F,6/26/2022,Newport Beach,California,United States
22267,Brianna J Rodriguez,51,M,F,06-12-2020,Newton,British Columbia,Canada
22268,Alexandra P Barnes,48,S,F,6/27/2020,Newton,British Columbia,Canada
22269,Caleb Yang,37,M,M,7/23/2022,Concord,California,United States
22270,Antonio Gonzales,48,M,M,06-07-2022,Glendale,California,United States
22271,Connor L Mitchell,43,M,M,6/19/2022,Lincoln Acres,California,United States
22272,Isabella Kelly,43,M,F,6/21/2022,Palo Alto,California,United States
22273,Patricia M Rodriguez,52,S,F,1/17/2022,Chula Vista,California,United States
22274,Adam Chen,52,S,M,1/21/2022,Tacoma,Washington,United States
22275,Ian R Bailey,47,S,M,02-08-2022,Lincoln Acres,California,United States
22276,Gabriella M Gray,52,S,F,02-02-2022,San Gabriel,California,United States
22277,Arianna A Torres,46,S,F,1/25/2023,Port Orchard,Washington,United States
22278,Mariah Gray,46,S,F,3/16/2022,N. Vancouver,British Columbia,Canada
22279,Riley Kelly,52,M,F,12-04-2022,Burlingame,California,United States
22280,Luis A Scott,46,M,M,5/17/2022,Daly City,California,United States
22281,Alexia Diaz,52,M,F,2/15/2022,Woodland Hills,California,United States
22282,Jonathan Hughes,48,S,M,1/30/2022,Lake Oswego,Oregon,United States
22283,Eduardo F Davis,53,S,M,8/20/2022,Oregon City,Oregon,United States
22284,Kristy Sanz,47,S,F,1/28/2022,Beverly Hills,California,United States
22285,Meredith D Moreno,52,M,F,7/14/2022,Cliffside,British Columbia,Canada
22286,Gabriel L Hughes,47,M,M,05-12-2022,San Gabriel,California,United States
22287,Megan A Griffin,47,S,F,2/18/2022,Lincoln Acres,California,United States
22288,Isabel M Patterson,52,S,F,02-07-2022,Beaverton,Oregon,United States
22289,Thomas E Long,42,M,M,02-06-2022,Bellflower,California,United States
22290,Jocelyn R Jenkins,43,M,F,06-05-2022,Seattle,Washington,United States
22291,Carlos J Morris,49,M,M,5/31/2022,Berkeley,California,United States
22292,Stacy M Gomez,54,M,F,6/26/2022,Burbank,California,United States
22293,Jasmine S Johnson,54,M,F,06-06-2022,Fremont,California,United States
22294,Rachel Brown,49,S,F,6/22/2022,Glendale,California,United States
22295,Jade P Morgan,49,S,F,6/23/2022,Imperial Beach,California,United States
22296,Benjamin M Johnson,38,M,M,10/27/2022,Lemon Grove,California,United States
22297,Jasmine A Garcia,49,S,F,6/16/2022,Redwood City,California,United States
22298,Marcus B Williams,44,S,M,7/24/2022,Spring Valley,California,United States
22299,Richard M Murphy,48,S,M,06-07-2020,Oak Bay,British Columbia,Canada
22300,Kaitlyn Price,49,S,F,2/22/2022,Redmond,Washington,United States
22301,Abigail Rodriguez,48,M,F,02-06-2022,Lakewood,California,United States
22302,Clayton J Guo,43,M,M,07-10-2022,Leeds,England,United Kingdom
22303,Philip L Alonso,45,S,M,12/14/2022,Verrieres Le Buisson,Essonne,France
22304,Jaime Vazquez,45,S,F,7/22/2022,London,England,United Kingdom
22305,Anne H Carlson,44,S,F,01-05-2023,London,England,United Kingdom
22306,Ivan T Kapoor,44,S,M,05-05-2022,Paris,Seine (Paris),France
22307,Sarah L Ross,39,M,F,10-01-2022,Hof,Bayern,Germany
22308,Cassandra Lopez,44,M,F,6/30/2022,Esher-Molesey,England,United Kingdom
22309,Leah L Zhou,44,M,F,8/13/2022,London,England,United Kingdom
22310,Christina Sanders,40,S,F,6/24/2022,Neunkirchen,Saarland,Germany
22311,Bruce Sara,45,S,M,7/15/2022,York,England,United Kingdom
22312,Kristi D Mehta,39,M,F,01-11-2022,Orleans,Loiret,France
22313,Jarrod H Martinez,45,S,M,08-03-2022,Warrington,England,United Kingdom
22314,Brandy Patel,45,M,F,08-01-2022,Orly,Val de Marne,France
22315,Darren K Raman,41,S,M,10/23/2022,York,England,United Kingdom
22316,Deanna S Sara,46,M,F,5/29/2022,Paris,Seine (Paris),France
22317,Karla Nath,41,S,F,03-01-2022,Solingen,Nordrhein-Westfalen,Germany
22318,Ramon D Xu,46,S,M,12/26/2022,Bonn,Hamburg,Germany
22319,Jorge M Zhou,46,S,M,5/25/2022,Paris,Seine (Paris),France
22320,Danny L Gill,46,M,M,08-06-2022,Berkshire,England,United Kingdom
22321,Alan M Zeng,47,S,M,08-12-2022,Woolston,England,United Kingdom
22322,Roger Zhao,45,S,M,05-03-2022,Bobigny,Seine Saint Denis,France
22323,Erica C Liang,45,S,F,1/21/2022,Les Ulis,Essonne,France
22324,Kari A Gill,46,M,F,3/28/2022,Paris La Defense,Hauts de Seine,France
22325,Noah J Rodriguez,41,S,M,7/29/2022,Leeds,England,United Kingdom
22326,Riley A Howard,42,S,F,11-06-2022,Renton,Washington,United States
22327,Jake T Cai,37,S,M,2/16/2022,Burien,Washington,United States
22328,Grace D Anderson,43,S,F,02-08-2022,Burien,Washington,United States
22329,Grace Y Peterson,43,M,F,2/24/2022,Lake Oswego,Oregon,United States
22330,Jose Walker,43,M,M,1/28/2022,Concord,California,United States
22331,Michele L Yuan,88,M,F,1/15/2023,Chula Vista,California,United States
22332,Brittany J Bennett,86,M,F,6/16/2022,Royal Oak,British Columbia,Canada
22333,Gabriella D Watson,86,M,F,03-04-2022,Oregon City,Oregon,United States
22334,Juan Serrano,45,M,M,2/23/2022,Burien,Washington,United States
22335,Anthony F Taylor,45,M,M,03-11-2022,Kirkland,Washington,United States
22336,Frank E Moreno,45,M,M,3/26/2022,Burlingame,California,United States
22337,Haley L Jenkins,64,M,F,10/14/2022,Colma,California,United States
22338,Thomas Russell,59,M,M,02-02-2022,Daly City,California,United States
22339,Richard Nelson,64,M,M,08-01-2022,Redmond,Washington,United States
22340,Isaac Young,64,M,M,09-02-2022,Santa Cruz,California,United States
22341,Tristan A Washington,63,M,M,1/27/2023,Lake Oswego,Oregon,United States
22342,Jon M Lal,57,M,M,10-01-2022,Burien,Washington,United States
22343,Brittany C Powell,63,M,F,04-04-2022,Spokane,Washington,United States
22344,Krystal Yang,62,M,F,5/28/2022,Chula Vista,California,United States
22345,Amanda R James,62,M,F,2/17/2022,Santa Cruz,California,United States
22346,Catherine S Howard,51,M,F,03-01-2022,Beverly Hills,California,United States
22347,Abigail F Long,56,M,F,9/18/2022,West Covina,California,United States
22348,Zoe E Torres,61,M,F,5/26/2022,Novato,California,United States
22349,Mason J Morris,55,M,M,8/17/2022,Royal Oak,British Columbia,Canada
22350,Riley M Powell,61,M,F,10/19/2022,Seattle,Washington,United States
22351,Sarah V Davis,61,M,F,6/19/2022,Burien,Washington,United States
22352,Elizabeth J Moore,59,M,F,09-07-2022,Lakewood,California,United States
22353,Amanda Allen,60,M,F,7/20/2022,Newton,British Columbia,Canada
22354,Sara King,60,M,F,07-06-2022,Westminster,British Columbia,Canada
22355,Logan Jones,44,M,M,06-04-2022,Concord,California,United States
22356,Charles Ward,60,M,M,1/26/2023,Glendale,California,United States
22357,Justin Lal,44,M,M,1/14/2023,El Cajon,California,United States
22358,Sydney L Butler,60,M,F,5/22/2022,El Cajon,California,United States
22359,Ethan J Lee,53,S,M,05-03-2022,Vancouver,British Columbia,Canada
22360,Caleb Collins,59,S,M,7/27/2022,Burien,Washington,United States
22361,Nathan G White,59,M,M,6/23/2022,National City,California,United States
22362,Austin Russell,58,M,M,09-10-2022,Coronado,California,United States
22363,Faith M Diaz,54,S,F,6/26/2022,Haney,British Columbia,Canada
22364,Katherine E Jenkins,59,M,F,7/18/2022,San Francisco,California,United States
22365,Sebastian C Richardson,59,M,M,02-07-2022,San Gabriel,California,United States
22366,Logan C Henderson,59,M,M,08-06-2022,Sooke,British Columbia,Canada
22367,Jasmine Griffin,59,S,F,4/26/2022,Palo Alto,California,United States
22368,Edward Ross,47,S,M,3/22/2022,Puyallup,Washington,United States
22369,Louis D Deng,58,M,M,06-11-2022,Burlingame,California,United States
22370,Carol L Patterson,58,S,F,12/26/2022,Lakewood,California,United States
22371,Blake J Powell,45,S,M,7/28/2022,Newton,British Columbia,Canada
22372,Melanie Perry,45,S,F,03-07-2022,San Gabriel,California,United States
22373,Gabrielle Bell,44,S,F,6/20/2020,Port Hammond,British Columbia,Canada
22374,Luke Patterson,44,M,M,3/27/2022,Issaquah,Washington,United States
22375,Jasmine T Williams,44,S,F,09-12-2022,Lemon Grove,California,United States
22376,Marcus R Martin,45,S,M,6/14/2022,Lake Oswego,Oregon,United States
22377,Roger Zeng,45,S,M,10/13/2022,Orleans,Loiret,France
22378,Rebekah G Malhotra,55,S,F,04-08-2022,Suresnes,Hauts de Seine,France
22379,Fernando G Hayes,49,S,M,10/30/2022,Tremblay-en-France,Seine Saint Denis,France
22380,Brendan C Nath,55,S,M,04-03-2022,Berlin,Hessen,Germany
22381,Hunter B Patterson,55,M,M,5/18/2022,Hof,Bayern,Germany
22382,Bethany F Xu,54,S,F,01-09-2023,London,England,United Kingdom
22383,Devin Jenkins,50,M,M,08-01-2022,Newcastle upon Tyne,England,United Kingdom
22384,Paige A Sanchez,56,S,F,6/25/2022,Ingolstadt,Bayern,Germany
22385,Misty L Lal,55,M,F,09-11-2022,Berkshire,England,United Kingdom
22386,Jerome A Gill,82,M,M,9/20/2022,Saarbrücken,Saarland,Germany
22387,Audrey S Romero,80,M,F,10/15/2022,Poing,Saarland,Germany
22388,Bradley L Beck,81,M,M,3/25/2022,Kirkby,England,United Kingdom
22389,Edwin S Luo,60,M,M,01-12-2023,Ingolstadt,Bayern,Germany
22390,Kelvin A Zheng,60,M,M,7/13/2022,Stuttgart,Saarland,Germany
22391,Angela M Watson,63,M,F,12/16/2022,Saarlouis,Saarland,Germany
22392,Bailey A Gray,57,M,F,06-05-2022,Bobigny,Seine Saint Denis,France
22393,Chelsea K Perez,58,S,F,1/17/2022,München,Hamburg,Germany
22394,Meagan D Suri,80,S,F,1/25/2023,Pantin,Seine Saint Denis,France
22395,Jermaine E Patel,79,S,M,5/31/2022,Paris,Seine (Paris),France
22396,Rebekah R Patel,70,S,F,08-10-2022,West Sussex,England,United Kingdom
22397,Marie Patel,75,M,F,5/28/2022,Colombes,Hauts de Seine,France
22398,Sheila C Moreno,75,M,F,1/26/2022,Hamburg,Hessen,Germany
22399,Arthur J Fernandez,37,S,M,5/17/2021,Milsons Point,New South Wales,Australia
22400,Ruben Martin,37,M,M,4/30/2021,South Melbourne,Victoria,Australia
22401,Ian J Price,37,M,M,5/17/2021,Rockhampton,Queensland,Australia
22402,Clarence Xie,37,M,M,05-10-2021,Rockhampton,Queensland,Australia
22403,Cedric L Beck,38,M,M,05-05-2022,Lane Cove,New South Wales,Australia
22404,Margaret T Xu,37,S,F,5/28/2021,Hobart,Tasmania,Australia
22405,Leonard C Becker,39,M,M,05-07-2022,Cloverdale,South Australia,Australia
22406,Kelvin Shen,39,M,M,5/27/2021,Malabar,New South Wales,Australia
22407,Carolyn H Gonzalez,38,M,F,5/19/2021,Lavender Bay,New South Wales,Australia
22408,Clarence Shan,38,S,M,05-10-2021,South Melbourne,Victoria,Australia
22409,Candace Madan,38,S,F,5/21/2021,Hervey Bay,Queensland,Australia
22410,Cassandra M Arthur,39,S,F,05-05-2021,Hervey Bay,Queensland,Australia
22411,Amy He,39,S,F,5/24/2021,Wollongong,New South Wales,Australia
22412,Drew K Andersen,40,M,M,4/30/2021,Melbourne,Victoria,Australia
22413,Kristi J Diaz,73,M,F,12/23/2022,Paris,Seine (Paris),France
22414,Eugene P Wu,63,S,M,01-08-2022,Hamburg,Hessen,Germany
22415,Natalie Phillips,74,S,F,01-07-2022,Solingen,Nordrhein-Westfalen,Germany
22416,Tabitha M Romero,74,M,F,08-06-2022,London,England,United Kingdom
22417,Shaun L Goel,50,M,M,9/16/2022,Paris,Seine (Paris),France
22418,Jacob A Smith,56,M,M,08-09-2022,Bury,England,United Kingdom
22419,Damien Xu,58,S,M,9/24/2022,Saint Germain en Laye,Yveline,France
22420,Richard L Moore,58,S,M,5/29/2022,Metz,Moselle,France
22421,Barbara D Sharma,58,S,F,06-06-2022,Berkshire,England,United Kingdom
22422,Nichole Black,52,M,F,9/18/2022,Runcorn,England,United Kingdom
22423,Byron Hernandez,48,S,M,06-12-2022,Paris,Seine (Paris),France
22424,Edwin M Rai,54,S,M,04-07-2022,Roissy en Brie,Seine et Marne,France
22425,Roy Sullivan,59,S,M,10/24/2022,Verrieres Le Buisson,Essonne,France
22426,Heather Zhu,51,M,F,6/26/2022,Sèvres,Hauts de Seine,France
22427,Willie W Sharma,57,S,M,8/29/2022,Maidenhead,England,United Kingdom
22428,Destiny Smith,57,S,F,9/22/2022,York,England,United Kingdom
22429,Jesse E Reed,51,M,M,8/31/2022,Newcastle upon Tyne,England,United Kingdom
22430,Brad S Chande,57,S,M,12/28/2021,Roncq,Nord,France
22431,Marie R Dominguez,41,S,F,03-06-2022,Paris,Seine (Paris),France
22432,Bridget R Xie,47,S,F,01-05-2022,Frankfurt,Hessen,Germany
22433,Miguel C Hill,47,S,M,8/30/2022,Watford,England,United Kingdom
22434,Billy Schmidt,47,S,M,10/18/2022,London,England,United Kingdom
22435,Ross Navarro,42,S,M,5/17/2022,Lille,Nord,France
22436,Roger M Raji,47,S,M,1/15/2022,Bonn,Nordrhein-Westfalen,Germany
22437,Trisha Zheng,47,S,F,8/19/2022,Wokingham,England,United Kingdom
22438,Casey Jiménez,48,S,M,06-05-2022,Colombes,Hauts de Seine,France
22439,Tracy Raji,48,M,F,10/26/2022,Runcorn,England,United Kingdom
22440,Robyn Sanz,48,S,F,6/18/2022,Verrieres Le Buisson,Essonne,France
22441,Andrea L Torres,37,S,F,1/23/2022,Hof,Bayern,Germany
22442,Trisha Sun,48,S,F,10/27/2022,High Wycombe,England,United Kingdom
22443,Marvin M Suarez,48,S,M,06-02-2022,Metz,Moselle,France
22444,Colin Xie,48,S,M,11-01-2022,Frankfurt,Bayern,Germany
22445,Diane L Suarez,43,S,F,1/24/2022,Colomiers,Garonne (Haute),France
22446,Jake E Wu,48,S,M,9/17/2022,Gloucestershire,England,United Kingdom
22447,Tara C Shan,37,M,F,11-08-2022,Kiel,Saarland,Germany
22448,Cindy Weber,42,S,F,2/21/2022,Morangis,Essonne,France
22449,Heather G He,43,M,F,2/24/2022,Roissy en Brie,Seine et Marne,France
22450,Audrey L Alvarez,43,M,F,10/29/2022,Sulzbach Taunus,Saarland,Germany
22451,Barbara J Rai,48,S,F,9/18/2022,Cheltenham,England,United Kingdom
22452,Carly E Deng,48,S,F,8/29/2022,High Wycombe,England,United Kingdom
22453,Dakota N Long,95,M,M,11/16/2022,Darmstadt,Hessen,Germany
22454,Rebekah E Raman,60,M,F,11-07-2022,Maidenhead,England,United Kingdom
22455,Roy Kapoor,65,M,M,02-08-2022,Hamburg,Hessen,Germany
22456,Brittney B Guo,60,S,F,10/17/2022,Warrington,England,United Kingdom
22457,Kimberly J Cooper,49,M,F,4/23/2022,Bury,England,United Kingdom
22458,Kendra L Vazquez,49,S,F,6/21/2022,Verrieres Le Buisson,Essonne,France
22459,Johnny Xu,49,M,M,1/20/2022,Bonn,Nordrhein-Westfalen,Germany
22460,Julio Torres,49,S,M,10-11-2022,London,England,United Kingdom
22461,Arturo Luo,43,S,M,10/14/2022,Watford,England,United Kingdom
22462,Lydia Chandra,49,S,F,02-08-2022,Duesseldorf,Hessen,Germany
22463,Raymond F Chandra,49,M,M,07-06-2022,Drancy,Seine Saint Denis,France
22464,Erik I Sanz,49,M,M,4/27/2022,Les Ulis,Essonne,France
22465,Arturo Shan,49,S,M,4/21/2022,Suresnes,Hauts de Seine,France
22466,Raul Tang,50,S,M,6/30/2022,Paris,Seine (Paris),France
22467,Neil C Alvarez,50,S,M,10/16/2022,Maidenhead,England,United Kingdom
22468,Ruben A Gonzalez,50,M,M,11/16/2022,London,England,United Kingdom
22469,Sabrina L Moreno,50,M,F,3/15/2022,Erlangen,Bayern,Germany
22470,Carly A Tang,50,M,F,11-02-2022,High Wycombe,England,United Kingdom
22471,Joel Martinez,50,S,M,7/23/2022,Lieusaint,Seine et Marne,France
22472,Bridget H Sharma,50,S,F,07-07-2022,Morangis,Essonne,France
22473,Clifford L Patel,50,S,M,3/22/2022,Berlin,Hamburg,Germany
22474,Leah Zhu,45,S,F,12-07-2022,Frankfurt am Main,Saarland,Germany
22475,Heidi M Rana,45,S,F,04-10-2022,Berks,England,United Kingdom
22476,Shane J Martinez,45,S,M,11-12-2022,Saarlouis,Saarland,Germany
22477,Kevin Diaz,51,S,M,03-04-2022,Kassel,Hessen,Germany
22478,Carolyn Browning,51,S,F,3/19/2022,Salzgitter,Hessen,Germany
22479,Tammy C Malhotra,51,M,F,3/22/2022,Hannover,Nordrhein-Westfalen,Germany
22480,Abby P Gonzalez,51,M,F,07-05-2022,Orly,Val de Marne,France
22481,Erik A Ortega,45,M,M,03-01-2022,Stuttgart,Saarland,Germany
22482,Cassidy L Jenkins,41,S,F,01-08-2023,Frankfurt,Hessen,Germany
22483,Lee Ramos,41,S,M,12-04-2022,Paris,Seine (Paris),France
22484,Kristy Ruiz,52,S,F,7/30/2022,Paris,Seine (Paris),France
22485,Andy Suarez,52,S,M,10/21/2022,Saint-Denis,Seine Saint Denis,France
22486,Jimmy E Ruiz,52,S,M,3/21/2022,Bonn,Nordrhein-Westfalen,Germany
22487,Jonathon B Gill,47,S,M,08-01-2022,Tremblay-en-France,Seine Saint Denis,France
22488,Frederick Patel,52,M,M,4/27/2022,Eilenburg,Brandenburg,Germany
22489,Roger V Xie,52,M,M,12-12-2022,Verrieres Le Buisson,Essonne,France
22490,Desiree Vazquez,53,S,F,08-11-2022,Paris La Defense,Hauts de Seine,France
22491,Jerry Nara,42,S,M,02-08-2022,Neunkirchen,Saarland,Germany
22492,Jorge She,53,S,M,2/19/2022,Solingen,Nordrhein-Westfalen,Germany
22493,Dwayne D Sanz,53,S,M,1/24/2023,Münster,Saarland,Germany
22494,Jon Andersen,53,S,M,03-07-2022,Darmstadt,Hessen,Germany
22495,Andy Serrano,53,S,M,08-04-2022,Courbevoie,Hauts de Seine,France
22496,Christina W Brooks,53,M,F,10-05-2022,Cheltenham,England,United Kingdom
22497,Casey Gomez,54,S,M,06-01-2022,Dresden,Hessen,Germany
22498,Pedro S Jimenez,54,S,M,08-11-2022,Bobigny,Seine Saint Denis,France
22499,Dawn Zhou,84,M,F,8/27/2022,Sèvres,Hauts de Seine,France
22500,Brent Zhao,45,S,M,5/15/2022,Paris,Seine (Paris),France
22501,Colin Ye,51,S,M,6/19/2022,Paris,Seine (Paris),France
22502,Grace Miller,50,S,F,8/29/2022,Cheltenham,England,United Kingdom
22503,Sandra S Zhao,45,M,F,09-09-2022,Newcastle upon Tyne,England,United Kingdom
22504,Arturo T Rai,51,S,M,8/29/2022,Runcorn,England,United Kingdom
22505,Julie Shen,44,M,F,10/31/2022,W. York,England,United Kingdom
22506,Brenda E Prasad,52,S,F,4/25/2022,Erlangen,Bayern,Germany
22507,Louis J Wang,46,S,M,6/24/2022,Erlangen,Bayern,Germany
22508,Jon Huang,52,M,M,11-12-2022,München,Nordrhein-Westfalen,Germany
22509,Lacey Nara,46,M,F,11-09-2022,Paderborn,Nordrhein-Westfalen,Germany
22510,Lori A Gill,52,M,F,10-02-2022,Runcorn,England,United Kingdom
22511,Wendy Suarez,53,S,F,7/29/2022,Dunkerque,Nord,France
22512,Meagan J Mehta,53,S,F,08-12-2022,Saint-Denis,Seine Saint Denis,France
22513,Kenneth L Anand,54,S,M,4/24/2022,Colombes,Hauts de Seine,France
22514,Marvin T Johnsen,40,S,M,1/14/2023,Paderborn,Nordrhein-Westfalen,Germany
22515,Alexa Morris,38,S,F,08-10-2022,Chatou,Yveline,France
22516,Adrienne Y Ortega,38,S,F,6/13/2022,Hannover,Nordrhein-Westfalen,Germany
22517,Luis R Adams,38,S,M,4/19/2022,Hof,Bayern,Germany
22518,Jillian Sai,38,S,F,11/15/2022,Reading,England,United Kingdom
22519,Logan M Hughes,53,M,M,10/31/2022,Saarlouis,Saarland,Germany
22520,Rodney L Torres,54,M,M,10/14/2022,London,England,United Kingdom
22521,Christina K Rivera,49,S,F,01-02-2023,Frankfurt,Hessen,Germany
22522,Benjamin C Hayes,44,S,M,04-10-2022,Neunkirchen,Saarland,Germany
22523,Jon G Xu,49,M,M,12/19/2022,Frankfurt,Hessen,Germany
22524,Michele F Hernandez,55,M,F,06-04-2022,Roubaix,Nord,France
22525,Julio C Gutierrez,39,S,M,4/19/2022,Sulzbach Taunus,Saarland,Germany
22526,Jamie Moreno,38,S,M,11/19/2022,Oxford,England,United Kingdom
22527,Rachel L Flores,40,S,F,3/20/2022,Dunkerque,Nord,France
22528,Jaime Blanco,41,S,F,08-08-2022,Bracknell,England,United Kingdom
22529,Ross Raman,42,S,M,08-09-2022,Lieusaint,Seine et Marne,France
22530,Kelli Jai,42,S,F,9/24/2022,Oxon,England,United Kingdom
22531,Tiffany V Zhou,40,S,F,10-02-2022,Paris,Seine (Paris),France
22532,Ryan Thomas,41,S,M,12-03-2022,Stoke-on-Trent,England,United Kingdom
22533,Jake Liu,43,M,M,11/27/2022,Hamburg,Hamburg,Germany
22534,Suzanne M Liang,42,S,F,12/19/2022,Paris,Seine (Paris),France
22535,Rachael M Prasad,37,M,F,11/16/2022,Esher-Molesey,England,United Kingdom
22536,Brianna Rogers,42,M,F,11/17/2022,Oxford,England,United Kingdom
22537,Xavier L Jenkins,43,S,M,12/14/2022,Paderborn,Nordrhein-Westfalen,Germany
22538,Bianca Wang,44,S,F,1/24/2023,Tremblay-en-France,Seine Saint Denis,France
22539,Randall D Sanz,39,S,M,5/26/2022,Woolston,England,United Kingdom
22540,Latasha L Ramos,44,S,F,4/24/2022,Billericay,England,United Kingdom
22541,Stefanie Martinez,43,S,F,4/29/2022,Paderborn,Hamburg,Germany
22542,Teresa Alvarez,37,S,F,10/24/2022,Paris,Seine (Paris),France
22543,Jeremy Campbell,44,S,M,3/20/2022,Portland,Oregon,United States
